"Statistic","Year","Electoral Division","UNIT","VALUE"
"Household median gross income","2016","287 Aghadown South, Co. Cork","Euro","33588"
"Household median gross income","2016","288 Bredagh, Co. Cork","Euro","31121"
"Household median gross income","2016","289 Caheragh, Co. Cork","Euro","40954"
"Household median gross income","2016","290 Cléire, Co. Cork","Euro","33272"
"Household median gross income","2016","291 Carrigbaun, Co. Cork","Euro","32928"
"Household median gross income","2016","292 Castlehaven North, Co. Cork","Euro","36793"
"Household median gross income","2016","293 Castlehaven South, Co. Cork","Euro","36591"
"Household median gross income","2016","294 Cloghdonnell, Co. Cork","Euro","36786"
"Household median gross income","2016","295 Cloonkeen, Co. Cork","Euro","34946"
"Household median gross income","2016","296 Drinagh, Co. Cork","Euro","46918"
"Household median gross income","2016","297 Dromdaleague North, Co. Cork","Euro","34003"
"Household median gross income","2016","298 Dromdaleague South, Co. Cork","Euro","39244"
"Household median gross income","2016","299 Garranes, Co. Cork","Euro","39457"
"Household median gross income","2016","300 Gortnascreeny, Co. Cork","Euro","37676"
"Household median gross income","2016","301 Kilfaughnabeg, Co. Cork","Euro","30386"
"Household median gross income","2016","302 Killeenleagh, Co. Cork","Euro","45724"
"Household median gross income","2016","303 Knockskagh, Co. Cork","Euro","37860"
"Household median gross income","2016","304 Myross, Co. Cork","Euro","40968"
"Household median gross income","2016","305 Shreelane, Co. Cork","Euro","47757"
"Household median gross income","2016","306 Skibbereen Rural, Co. Cork","Euro","40037"
"Household median gross income","2016","307 Tullagh, Co. Cork","Euro","32226"
"Household median gross income","2016","308 Woodfort, Co. Cork","Euro","38685"
"Household median gross income","2016","309 Ballybane, Co. Cork","Euro","21979"
"Household median gross income","2016","310 Ballydehob, Co. Cork","Euro","28553"
"Household median gross income","2016","311 Coolagh, Co. Cork","Euro","21343"
"Household median gross income","2016","312 Crookhaven, Co. Cork","Euro","29184"
"Household median gross income","2016","313 Dunbeacon, Co. Cork","Euro","27451"
"Household median gross income","2016","314 Dunmanus, Co. Cork","Euro","32269"
"Household median gross income","2016","315 Goleen, Co. Cork","Euro","22090"
"Household median gross income","2016","316 Kilcoe, Co. Cork","Euro","30635"
"Household median gross income","2016","317 Lowertown, Co. Cork","Euro","38140"
"Household median gross income","2016","318 Skull, Co. Cork","Euro","27958"
"Household median gross income","2016","319 Toormore, Co. Cork","Euro","32220"
"Household median gross income","2016","320 Ardagh, Co. Cork","Euro","51797"
"Household median gross income","2016","321 Clonpriest, Co. Cork","Euro","50193"
"Household median gross income","2016","322 Kilcronat, Co. Cork","Euro","51119"
"Household median gross income","2016","323 Killeagh, Co. Cork","Euro","50732"
"Household median gross income","2016","324 Kilmacdonogh, Co. Cork","Euro","44079"
"Household median gross income","2016","325 Youghal Rural (Part Rural), Co. Cork","Euro","50794"
"Household median gross income","2016","001 Killarney Urban, Co. Kerry","Euro","37423"
"Household median gross income","2016","002 Listowel Urban, Co. Kerry","Euro","29999"
"Household median gross income","2016","003 Tralee Urban, Co. Kerry","Euro","23021"
"Household median gross income","2016","004 Na Beathacha, Co. Kerry","Euro","32598"
"Household median gross income","2016","005 Baile an Sceilg, Co. Kerry","Euro","31130"
"Household median gross income","2016","006 An Baile Breac, Co. Kerry","Euro","34915"
"Household median gross income","2016","007 Caher, Co. Kerry","Euro","27889"
"Household median gross income","2016","008 Cathair Dónall, Co. Kerry","Euro","25215"
"Household median gross income","2016","999 Ceannúigh / Máistir Gaoithe","Euro","35088"
"Household median gross income","2016","010 Castlequin, Co. Kerry","Euro","41353"
"Household median gross income","2016","012 Curraghbeg, Co. Kerry","Euro","39777"
"Household median gross income","2016","013 Doire Fhíonáin, Co. Kerry","Euro","31036"
"Household median gross income","2016","999 Doire Ianna / Cloon","Euro","29102"
"Household median gross income","2016","015 An tImleach, Co. Kerry","Euro","30651"
"Household median gross income","2016","016 Glanbehy, Co. Kerry","Euro","33502"
"Household median gross income","2016","017 Killinane, Co. Kerry","Euro","27206"
"Household median gross income","2016","018 Lickeen, Co. Kerry","Euro","40126"
"Household median gross income","2016","019 Loch Luíoch, Co. Kerry","Euro","28799"
"Household median gross income","2016","021 Maum, Co. Kerry","Euro","38646"
"Household median gross income","2016","022 Portmagee, Co. Kerry","Euro","30247"
"Household median gross income","2016","023 Toghroinn Fhíonáin, Co. Kerry","Euro","32283"
"Household median gross income","2016","024 Teeranearagh, Co. Kerry","Euro","30985"
"Household median gross income","2016","025 Valencia, Co. Kerry","Euro","32312"
"Household median gross income","2016","026 Ballinvoher, Co. Kerry","Euro","32099"
"Household median gross income","2016","027 An Baile Dubh, Co. Kerry","Euro","31367"
"Household median gross income","2016","028 Ballynacourty, Co. Kerry","Euro","37712"
"Household median gross income","2016","029 Cé Bhréanainn, Co. Kerry","Euro","39816"
"Household median gross income","2016","030 Castlegregory, Co. Kerry","Euro","33947"
"Household median gross income","2016","031 An Clochán, Co. Kerry","Euro","36826"
"Household median gross income","2016","032 Deelis, Co. Kerry","Euro","32152"
"Household median gross income","2016","033 An Daingean, Co. Kerry","Euro","31142"
"Household median gross income","2016","034 Dún Chaoin, Co. Kerry","Euro","34598"
"Household median gross income","2016","035 Dún Urlann, Co. Kerry","Euro","35303"
"Household median gross income","2016","036 Na Gleannta, Co. Kerry","Euro","39695"
"Household median gross income","2016","037 Inch, Co. Kerry","Euro","30559"
"Household median gross income","2016","038 Cill Maoilchéadair, Co. Kerry","Euro","29721"
"Household median gross income","2016","039 Cill Chuáin, Co. Kerry","Euro","30853"
"Household median gross income","2016","040 Cinn Aird, Co. Kerry","Euro","37180"
"Household median gross income","2016","041 Lack, Co. Kerry","Euro","37514"
"Household median gross income","2016","042 Márthain, Co. Kerry","Euro","27810"
"Household median gross income","2016","043 An Mhin Aird, Co. Kerry","Euro","35593"
"Household median gross income","2016","044 An Sráidbhaile, Co. Kerry","Euro","38029"
"Household median gross income","2016","045 Ceann Trá, Co. Kerry","Euro","30605"
"Household median gross income","2016","046 Ardea, Co. Kerry","Euro","27895"
"Household median gross income","2016","047 Banawn, Co. Kerry","Euro","34812"
"Household median gross income","2016","048 Cappagh, Co. Kerry","Euro","35795"
"Household median gross income","2016","049 Castlecove, Co. Kerry","Euro","23584"
"Household median gross income","2016","050 Dawros, Co. Kerry","Euro","34383"
"Household median gross income","2016","051 Dromore, Co. Kerry","Euro","32335"
"Household median gross income","2016","052 Glanlee, Co. Kerry","Euro","39877"
"Household median gross income","2016","053 Glanlough, Co. Kerry","Euro","35588"
"Household median gross income","2016","054 Glanmore, Co. Kerry","Euro","26491"
"Household median gross income","2016","055 Greenane, Co. Kerry","Euro","32288"
"Household median gross income","2016","056 Kenmare, Co. Kerry","Euro","33756"
"Household median gross income","2016","057 Kilgarvan, Co. Kerry","Euro","34125"
"Household median gross income","2016","058 Loughbrin, Co. Kerry","Euro","29225"
"Household median gross income","2016","059 Reen, Co. Kerry","Euro","38145"
"Household median gross income","2016","060 Sneem, Co. Kerry","Euro","27322"
"Household median gross income","2016","061 Tahilla, Co. Kerry","Euro","18896"
"Household median gross income","2016","062 Aghadoe, Co. Kerry","Euro","48911"
"Household median gross income","2016","063 Aglish, Co. Kerry","Euro","47838"
"Household median gross income","2016","064 Ballyhar, Co. Kerry","Euro","46183"
"Household median gross income","2016","065 Brewsterfield, Co. Kerry","Euro","56367"
"Household median gross income","2016","066 Caragh, Co. Kerry","Euro","38004"
"Household median gross income","2016","067 Churchtown, Co. Kerry","Euro","44914"
"Household median gross income","2016","068 Clydagh, Co. Kerry","Euro","35492"
"Household median gross income","2016","069 Coolies, Co. Kerry","Euro","52827"
"Household median gross income","2016","070 Coom, Co. Kerry","Euro","45579"
"Household median gross income","2016","071 Curraghmore, Co. Kerry","Euro","35333"
"Household median gross income","2016","072 Currans, Co. Kerry","Euro","46510"
"Household median gross income","2016","073 Doocarrig, Co. Kerry","Euro","52479"
"Household median gross income","2016","074 Dromin, Co. Kerry","Euro","45762"
"Household median gross income","2016","075 Dunloe, Co. Kerry","Euro","44951"
"Household median gross income","2016","076 Flesk, Co. Kerry","Euro","56763"
"Household median gross income","2016","077 Headfort, Co. Kerry","Euro","47462"
"Household median gross income","2016","078 Kilbonane, Co. Kerry","Euro","50207"
"Household median gross income","2016","079 Kilcummin, Co. Kerry","Euro","53509"
"Household median gross income","2016","080 Kilfelim, Co. Kerry","Euro","52552"
"Household median gross income","2016","081 Kilgobnet, Co. Kerry","Euro","43577"
"Household median gross income","2016","082 Killarney Rural (Part Urban), Co. Kerry","Euro","45616"
"Household median gross income","2016","083 Killeentierna, Co. Kerry","Euro","47789"
"Household median gross income","2016","084 Killorglin, Co. Kerry","Euro","35888"
"Household median gross income","2016","085 Kilnanare, Co. Kerry","Euro","39724"
"Household median gross income","2016","086 Knocknahoe, Co. Kerry","Euro","47670"
"Household median gross income","2016","087 Lahard, Co. Kerry","Euro","54864"
"Household median gross income","2016","088 Milltown, Co. Kerry","Euro","43408"
"Household median gross income","2016","089 Molahiffe, Co. Kerry","Euro","42099"
"Household median gross income","2016","090 Muckross (Part Urban), Co. Kerry","Euro","54737"
"Household median gross income","2016","091 Rathmore, Co. Kerry","Euro","48551"
"Household median gross income","2016","092 Rockfield, Co. Kerry","Euro","48926"
"Household median gross income","2016","093 Ardagh, Co. Kerry","Euro","31063"
"Household median gross income","2016","094 Astee, Co. Kerry","Euro","41151"
"Household median gross income","2016","095 Ballincloher, Co. Kerry","Euro","43650"
"Household median gross income","2016","096 Ballyconry, Co. Kerry","Euro","38937"
"Household median gross income","2016","097 Ballyduff, Co. Kerry","Euro","30337"
"Household median gross income","2016","098 Ballyegan, Co. Kerry","Euro","34962"
"Household median gross income","2016","099 Ballyhorgan, Co. Kerry","Euro","43168"
"Household median gross income","2016","100 Beal, Co. Kerry","Euro","52876"
"Household median gross income","2016","101 Carrig, Co. Kerry","Euro","30978"
"Household median gross income","2016","102 Causeway, Co. Kerry","Euro","34662"
"Household median gross income","2016","103 Cloontubbrid, Co. Kerry","Euro","34614"
"Household median gross income","2016","104 Drommartin, Co. Kerry","Euro","40343"
"Household median gross income","2016","105 Duagh, Co. Kerry","Euro","39183"
"Household median gross income","2016","106 Ennismore, Co. Kerry","Euro","32337"
"Household median gross income","2016","107 Gullane, Co. Kerry","Euro","30120"
"Household median gross income","2016","108 Gunsborough, Co. Kerry","Euro","38773"
"Household median gross income","2016","109 Kilfeighny, Co. Kerry","Euro","35779"
"Household median gross income","2016","110 Killehenny, Co. Kerry","Euro","28429"
"Household median gross income","2016","111 Killury, Co. Kerry","Euro","34435"
"Household median gross income","2016","112 Kilmeany, Co. Kerry","Euro","39998"
"Household median gross income","2016","113 Kilshenane, Co. Kerry","Euro","30199"
"Household median gross income","2016","114 Kiltomy, Co. Kerry","Euro","34196"
"Household median gross income","2016","115 Leitrim, Co. Kerry","Euro","45683"
"Household median gross income","2016","116 Lislaughtin, Co. Kerry","Euro","33266"
"Household median gross income","2016","117 Lisselton, Co. Kerry","Euro","38359"
"Household median gross income","2016","118 Listowel Rural, Co. Kerry","Euro","41352"
"Household median gross income","2016","119 Lixnaw, Co. Kerry","Euro","32513"
"Household median gross income","2016","120 Moynsha, Co. Kerry","Euro","40653"
"Household median gross income","2016","121 Newtownsandes, Co. Kerry","Euro","36082"
"Household median gross income","2016","122 Rathea, Co. Kerry","Euro","36495"
"Household median gross income","2016","123 Shronowen, Co. Kerry","Euro","34415"
"Household median gross income","2016","124 Tarbert, Co. Kerry","Euro","35574"
"Household median gross income","2016","125 Tarmon, Co. Kerry","Euro","39550"
"Household median gross income","2016","126 Trienearagh, Co. Kerry","Euro","37588"
"Household median gross income","2016","127 Urlee, Co. Kerry","Euro","33031"
"Household median gross income","2016","128 Abbeydorney, Co. Kerry","Euro","40208"
"Household median gross income","2016","129 Arabela, Co. Kerry","Euro","48934"
"Household median gross income","2016","130 Ardfert, Co. Kerry","Euro","32315"
"Household median gross income","2016","131 Ballyegan, Co. Kerry","Euro","52626"
"Household median gross income","2016","132 Ballyheige, Co. Kerry","Euro","34675"
"Household median gross income","2016","133 Ballynahaglish, Co. Kerry","Euro","46712"
"Household median gross income","2016","134 Ballynorig, Co. Kerry","Euro","53139"
"Household median gross income","2016","135 Ballyseedy, Co. Kerry","Euro","41583"
"Household median gross income","2016","136 Banna, Co. Kerry","Euro","38994"
"Household median gross income","2016","137 Baurtregaum, Co. Kerry","Euro","40236"
"Household median gross income","2016","138 Blennerville (Part Urban), Co. Kerry","Euro","48926"
"Household median gross income","2016","139 Boolteens, Co. Kerry","Euro","41629"
"Household median gross income","2016","140 Brosna, Co. Kerry","Euro","32241"
"Household median gross income","2016","141 Carker, Co. Kerry","Euro","35924"
"Household median gross income","2016","142 Castleisland, Co. Kerry","Euro","35962"
"Household median gross income","2016","143 Clogherbrien, Co. Kerry","Euro","54978"
"Household median gross income","2016","144 Cordal, Co. Kerry","Euro","42684"
"Household median gross income","2016","145 Crinny, Co. Kerry","Euro","47948"
"Household median gross income","2016","146 Derreen, Co. Kerry","Euro","39227"
"Household median gross income","2016","147 Doon, Co. Kerry","Euro","55055"
"Household median gross income","2016","148 Gneeves, Co. Kerry","Euro","32513"
"Household median gross income","2016","149 Kerryhead, Co. Kerry","Euro","35806"
"Household median gross income","2016","150 Kilflyn, Co. Kerry","Euro","31460"
"Household median gross income","2016","151 Kilgarrylander, Co. Kerry","Euro","36789"
"Household median gross income","2016","152 Kilgobban, Co. Kerry","Euro","39857"
"Household median gross income","2016","153 Killahan, Co. Kerry","Euro","33660"
"Household median gross income","2016","154 Kilmurry, Co. Kerry","Euro","40058"
"Household median gross income","2016","155 Kiltallagh, Co. Kerry","Euro","36682"
"Household median gross income","2016","156 Knockglass, Co. Kerry","Euro","41158"
"Household median gross income","2016","157 Knocknagashel, Co. Kerry","Euro","39730"
"Household median gross income","2016","158 Lackabaun, Co. Kerry","Euro","43907"
"Household median gross income","2016","159 Millbrook, Co. Kerry","Euro","44191"
"Household median gross income","2016","160 Mount Eagle, Co. Kerry","Euro","32524"
"Household median gross income","2016","161 Nohaval, Co. Kerry","Euro","44525"
"Household median gross income","2016","162 O'Brennan, Co. Kerry","Euro","44966"
"Household median gross income","2016","163 Ratass, Co. Kerry","Euro","50306"
"Household median gross income","2016","164 Scartaglin, Co. Kerry","Euro","48915"
"Household median gross income","2016","165 Tralee Rural (Part Urban), Co. Kerry","Euro","37148"
"Household median gross income","2016","166 Tubrid, Co. Kerry","Euro","42395"
"Household median gross income","2016","001 Abbey A, Limerick City","Euro","45769"
"Household median gross income","2016","002 Abbey B, Limerick City","Euro","40010"
"Household median gross income","2016","003 Abbey C, Limerick City","Euro","19005"
"Household median gross income","2016","004 Abbey D, Limerick City","Euro","30288"
"Household median gross income","2016","005 Ballinacurra A, Limerick City","Euro","50237"
"Household median gross income","2016","006 Ballinacurra B, Limerick City","Euro","35197"
"Household median gross income","2016","007 Ballynanty, Limerick City","Euro","27081"
"Household median gross income","2016","008 Castle A, Limerick City","Euro","37489"
"Household median gross income","2016","009 Castle B, Limerick City","Euro","38135"
"Household median gross income","2016","010 Castle C, Limerick City","Euro","59108"
"Household median gross income","2016","011 Castle D, Limerick City","Euro","61681"
"Household median gross income","2016","012 Coolraine, Limerick City","Euro","42851"
"Household median gross income","2016","013 Custom House, Limerick City","Euro","22966"
"Household median gross income","2016","014 Dock A, Limerick City","Euro","20920"
"Household median gross income","2016","015 Dock B, Limerick City","Euro","25765"
"Household median gross income","2016","016 Dock C, Limerick City","Euro","29022"
"Household median gross income","2016","017 Dock D, Limerick City","Euro","43789"
"Household median gross income","2016","018 Farranshone, Limerick City","Euro","44053"
"Household median gross income","2016","019 Galvone A, Limerick City","Euro","35292"
"Household median gross income","2016","020 Galvone B, Limerick City","Euro","25425"
"Household median gross income","2016","021 Glentworth A, Limerick City","Euro","23012"
"Household median gross income","2016","022 Glentworth B, Limerick City","Euro","30724"
"Household median gross income","2016","023 Glentworth C, Limerick City","Euro","26972"
"Household median gross income","2016","024 John's A, Limerick City","Euro","24527"
"Household median gross income","2016","025 John's B, Limerick City","Euro","23601"
"Household median gross income","2016","026 John's C, Limerick City","Euro","30089"
"Household median gross income","2016","027 Killeely A, Limerick City","Euro","26009"
"Household median gross income","2016","028 Killeely B, Limerick City","Euro","26279"
"Household median gross income","2016","029 Market, Limerick City","Euro","25627"
"Household median gross income","2016","030 Prospect A, Limerick City","Euro","23344"
"Household median gross income","2016","031 Prospect B, Limerick City","Euro","26457"
"Household median gross income","2016","032 Rathbane, Limerick City","Euro","26065"
"Household median gross income","2016","033 St. Laurence, Limerick City","Euro","40678"
"Household median gross income","2016","034 Shannon A, Limerick City","Euro","37257"
"Household median gross income","2016","035 Shannon B, Limerick City","Euro","15687"
"Household median gross income","2016","036 Singland A, Limerick City","Euro","29692"
"Household median gross income","2016","037 Singland B, Limerick City","Euro","43406"
"Household median gross income","2016","065 Limerick North Rural, Limerick City","Euro","42394"
"Household median gross income","2016","001 Abbeyville, Co. Limerick","Euro","52348"
"Household median gross income","2016","002 Adare North, Co. Limerick","Euro","58600"
"Household median gross income","2016","003 Adare South, Co. Limerick","Euro","51795"
"Household median gross income","2016","004 Ballingarry, Co. Limerick","Euro","43691"
"Household median gross income","2016","005 Ballyagran, Co. Limerick","Euro","41918"
"Household median gross income","2016","006 Ballygrennan, Co. Limerick","Euro","49652"
"Household median gross income","2016","007 Ballynabanoge, Co. Limerick","Euro","48823"
"Household median gross income","2016","008 Ballynoe, Co. Limerick","Euro","54904"
"Household median gross income","2016","009 Castletown, Co. Limerick","Euro","55657"
"Household median gross income","2016","010 Coolrus, Co. Limerick","Euro","49553"
"Household median gross income","2016","011 Crean, Co. Limerick","Euro","52370"
"Household median gross income","2016","012 Crecora, Co. Limerick","Euro","55959"
"Household median gross income","2016","013 Croom, Co. Limerick","Euro","40397"
"Household median gross income","2016","014 Dunnaman, Co. Limerick","Euro","65381"
"Household median gross income","2016","015 Fedamore, Co. Limerick","Euro","44746"
"Household median gross income","2016","016 Garrane, Co. Limerick","Euro","60048"
"Household median gross income","2016","017 Grange, Co. Limerick","Euro","55217"
"Household median gross income","2016","018 Kilfinny, Co. Limerick","Euro","62432"
"Household median gross income","2016","019 Kilpeacon, Co. Limerick","Euro","72946"
"Household median gross income","2016","020 Rathmore, Co. Limerick","Euro","50381"
"Household median gross income","2016","021 Fleanmore, Co. Limerick","Euro","58673"
"Household median gross income","2016","022 Glin, Co. Limerick","Euro","37548"
"Household median gross income","2016","023 Kilfergus, Co. Limerick","Euro","37916"
"Household median gross income","2016","024 Kilmoylan, Co. Limerick","Euro","36070"
"Household median gross income","2016","025 Ardpatrick, Co. Limerick","Euro","44897"
"Household median gross income","2016","026 Athlacca, Co. Limerick","Euro","44523"
"Household median gross income","2016","027 Ballymacshaneboy, Co. Limerick","Euro","43988"
"Household median gross income","2016","028 Bruff, Co. Limerick","Euro","37943"
"Household median gross income","2016","029 Bruree, Co. Limerick","Euro","40156"
"Household median gross income","2016","030 Bulgaden, Co. Limerick","Euro","45383"
"Household median gross income","2016","031 Cahercorney, Co. Limerick","Euro","55258"
"Household median gross income","2016","032 Colmanswell, Co. Limerick","Euro","49606"
"Household median gross income","2016","033 Darragh, Co. Limerick","Euro","55001"
"Household median gross income","2016","034 Dromin, Co. Limerick","Euro","50819"
"Household median gross income","2016","035 Emlygrennan, Co. Limerick","Euro","39460"
"Household median gross income","2016","036 Glenbrohane, Co. Limerick","Euro","31950"
"Household median gross income","2016","037 Griston, Co. Limerick","Euro","42445"
"Household median gross income","2016","038 Hospital, Co. Limerick","Euro","39356"
"Household median gross income","2016","039 Kilfinnane, Co. Limerick","Euro","31217"
"Household median gross income","2016","040 Kilflyn, Co. Limerick","Euro","39333"
"Household median gross income","2016","041 Kilmallock, Co. Limerick","Euro","33745"
"Household median gross income","2016","042 Kilteely, Co. Limerick","Euro","37710"
"Household median gross income","2016","043 Knockainy, Co. Limerick","Euro","44000"
"Household median gross income","2016","044 Knocklong, Co. Limerick","Euro","37907"
"Household median gross income","2016","045 Particles, Co. Limerick","Euro","52385"
"Household median gross income","2016","046 Rockhill, Co. Limerick","Euro","54606"
"Household median gross income","2016","047 Tobernea, Co. Limerick","Euro","53109"
"Household median gross income","2016","048 Uregare, Co. Limerick","Euro","45117"
"Household median gross income","2016","049 Abington, Co. Limerick","Euro","52122"
"Household median gross income","2016","050 Ballybricken, Co. Limerick","Euro","61154"
"Household median gross income","2016","051 Ballycummin, Co. Limerick","Euro","53014"
"Household median gross income","2016","052 Ballysimon, Co. Limerick","Euro","56945"
"Household median gross income","2016","053 Ballyvarra, Co. Limerick","Euro","61830"
"Household median gross income","2016","054 Caherconlish East, Co. Limerick","Euro","54769"
"Household median gross income","2016","055 Caherconlish West, Co. Limerick","Euro","44426"
"Household median gross income","2016","056 Caherelly, Co. Limerick","Euro","61479"
"Household median gross income","2016","057 Cappamore, Co. Limerick","Euro","40018"
"Household median gross income","2016","058 Carrig, Co. Limerick","Euro","51491"
"Household median gross income","2016","059 Castleconnell, Co. Limerick","Euro","48132"
"Household median gross income","2016","060 Clarina, Co. Limerick","Euro","63013"
"Household median gross income","2016","061 Clonkeen, Co. Limerick","Euro","55789"
"Household median gross income","2016","062 Doon West, Co. Limerick","Euro","44479"
"Household median gross income","2016","063 Glenstal, Co. Limerick","Euro","46192"
"Household median gross income","2016","064 Kilmurry, Co. Limerick","Euro","51130"
"Household median gross income","2016","066 Limerick South Rural, Co. Limerick","Euro","49679"
"Household median gross income","2016","067 Patrickswell, Co. Limerick","Euro","44026"
"Household median gross income","2016","068 Roxborough, Co. Limerick","Euro","65136"
"Household median gross income","2016","069 Anglesborough, Co. Limerick","Euro","37354"
"Household median gross income","2016","070 Ballylanders, Co. Limerick","Euro","34048"
"Household median gross income","2016","071 Cullane, Co. Limerick","Euro","47172"
"Household median gross income","2016","072 Duntryleague, Co. Limerick","Euro","38008"
"Household median gross income","2016","073 Galbally, Co. Limerick","Euro","30159"
"Household median gross income","2016","074 Kilbeheny, Co. Limerick","Euro","38508"
"Household median gross income","2016","075 Kilglass, Co. Limerick","Euro","44451"
"Household median gross income","2016","076 Knocknascrow, Co. Limerick","Euro","44489"
"Household median gross income","2016","077 Riversdale, Co. Limerick","Euro","43558"
"Household median gross income","2016","078 Abbeyfeale, Co. Limerick","Euro","31956"
"Household median gross income","2016","079 Ardagh, Co. Limerick","Euro","41677"
"Household median gross income","2016","080 Ballintober, Co. Limerick","Euro","41321"
"Household median gross income","2016","081 Ballynoe West, Co. Limerick","Euro","44090"
"Household median gross income","2016","082 Boola, Co. Limerick","Euro","52958"
"Household median gross income","2016","083 Broadford, Co. Limerick","Euro","39704"
"Household median gross income","2016","084 Caher, Co. Limerick","Euro","33962"
"Household median gross income","2016","085 Cleanglass, Co. Limerick","Euro","39325"
"Household median gross income","2016","086 Cloncagh, Co. Limerick","Euro","48384"
"Household median gross income","2016","087 Danganbeg, Co. Limerick","Euro","44981"
"Household median gross income","2016","088 Dromcolliher, Co. Limerick","Euro","37339"
"Household median gross income","2016","089 Dromtrasna, Co. Limerick","Euro","41974"
"Household median gross income","2016","090 Feenagh, Co. Limerick","Euro","40006"
"Household median gross income","2016","091 Garryduff, Co. Limerick","Euro","49737"
"Household median gross income","2016","092 Glenagower, Co. Limerick","Euro","37608"
"Household median gross income","2016","093 Glengort, Co. Limerick","Euro","35578"
"Household median gross income","2016","094 Glensharrold, Co. Limerick","Euro","33353"
"Household median gross income","2016","095 Kilmeedy, Co. Limerick","Euro","45542"
"Household median gross income","2016","096 Knockaderry, Co. Limerick","Euro","53015"
"Household median gross income","2016","097 Mahoonagh, Co. Limerick","Euro","43417"
"Household median gross income","2016","098 Monagay, Co. Limerick","Euro","47955"
"Household median gross income","2016","099 Mountcollins, Co. Limerick","Euro","26805"
"Household median gross income","2016","100 Mountplummer, Co. Limerick","Euro","48337"
"Household median gross income","2016","101 Newcastle Rural, Co. Limerick","Euro","46594"
"Household median gross income","2016","102 Newcastle Urban, Co. Limerick","Euro","34453"
"Household median gross income","2016","103 Port, Co. Limerick","Euro","45456"
"Household median gross income","2016","104 Rathronan, Co. Limerick","Euro","35505"
"Household median gross income","2016","105 Rooskagh, Co. Limerick","Euro","38805"
"Household median gross income","2016","106 Templeglentan, Co. Limerick","Euro","42206"
"Household median gross income","2016","107 Askeaton East, Co. Limerick","Euro","36751"
"Household median gross income","2016","108 Askeaton West, Co. Limerick","Euro","36058"
"Household median gross income","2016","109 Aughinish, Co. Limerick","Euro","61677"
"Household median gross income","2016","110 Ballyallinan, Co. Limerick","Euro","50966"
"Household median gross income","2016","111 Ballynacarriga, Co. Limerick","Euro","60195"
"Household median gross income","2016","112 Castletown, Co. Limerick","Euro","45758"
"Household median gross income","2016","113 Craggs, Co. Limerick","Euro","48720"
"Household median gross income","2016","114 Croagh, Co. Limerick","Euro","57790"
"Household median gross income","2016","115 Dromard, Co. Limerick","Euro","64842"
"Household median gross income","2016","116 Dunmoylan East, Co. Limerick","Euro","51362"
"Household median gross income","2016","117 Dunmoylan West, Co. Limerick","Euro","39613"
"Household median gross income","2016","118 Iveruss, Co. Limerick","Euro","57743"
"Household median gross income","2016","119 Kilcornan, Co. Limerick","Euro","49471"
"Household median gross income","2016","120 Kildimo, Co. Limerick","Euro","54016"
"Household median gross income","2016","121 Kilscannell, Co. Limerick","Euro","51948"
"Household median gross income","2016","122 Lismakeery, Co. Limerick","Euro","60731"
"Household median gross income","2016","123 Loghill, Co. Limerick","Euro","37080"
"Household median gross income","2016","124 Mohernagh, Co. Limerick","Euro","46663"
"Household median gross income","2016","125 Nantinan, Co. Limerick","Euro","54637"
"Household median gross income","2016","126 Pallaskenry, Co. Limerick","Euro","46300"
"Household median gross income","2016","127 Rathkeale Rural, Co. Limerick","Euro","44742"
"Household median gross income","2016","128 Rathkeale Urban, Co. Limerick","Euro","28217"
"Household median gross income","2016","129 Riddlestown, Co. Limerick","Euro","49883"
"Household median gross income","2016","130 Shanagolden, Co. Limerick","Euro","43128"
"Household median gross income","2016","131 Shanid, Co. Limerick","Euro","46498"
"Household median gross income","2016","132 Bilboa, Co. Limerick","Euro","46475"
"Household median gross income","2016","133 Doon South, Co. Limerick","Euro","37115"
"Household median gross income","2016","134 Grean, Co. Limerick","Euro","41669"
"Household median gross income","2016","135 Oola, Co. Limerick","Euro","39118"
"Household median gross income","2016","136 Templebredon, Co. Limerick","Euro","45046"
"Household median gross income","2016","001 Nenagh East Urban, North Tipperary","Euro","33306"
"Household median gross income","2016","002 Nenagh West Urban, North Tipperary","Euro","35368"
"Household median gross income","2016","003 Templemore, North Tipperary","Euro","32756"
"Household median gross income","2016","004 Thurles Urban, North Tipperary","Euro","32310"
"Household median gross income","2016","005 Aglishcloghane, North Tipperary","Euro","37072"
"Household median gross income","2016","006 Ballingarry, North Tipperary","Euro","38600"
"Household median gross income","2016","007 Ballylusky, North Tipperary","Euro","51314"
"Household median gross income","2016","008 Borrisokane, North Tipperary","Euro","32715"
"Household median gross income","2016","009 Carrig, North Tipperary","Euro","43142"
"Household median gross income","2016","010 Cloghjordan, North Tipperary","Euro","31695"
"Household median gross income","2016","011 Cloghprior, North Tipperary","Euro","42259"
"Household median gross income","2016","012 Clohaskin, North Tipperary","Euro","42855"
"Household median gross income","2016","013 Finnoe, North Tipperary","Euro","40750"
"Household median gross income","2016","014 Graigue, North Tipperary","Euro","36143"
"Household median gross income","2016","015 Kilbarron, North Tipperary","Euro","42485"
"Household median gross income","2016","016 Lorrha East, North Tipperary","Euro","35046"
"Household median gross income","2016","017 Lorrha West, North Tipperary","Euro","44948"
"Household median gross income","2016","018 Mertonhall, North Tipperary","Euro","53950"
"Household median gross income","2016","019 Rathcabban, North Tipperary","Euro","37256"
