"Statistic","Year","County","Dwelling Status","Stamp Duty Event","Type of Buyer","Type of Sale","UNIT","VALUE"
"Value of Sales","2019","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Euro Million","57.1"
"Value of Sales","2019","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Euro Million","2"
"Value of Sales","2019","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Euro Million","65.6"
"Value of Sales","2019","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Euro Million","62.8"
"Value of Sales","2019","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Euro Million","2.9"
"Value of Sales","2019","Limerick","New","Filings","All Buyer Types","All Sale Types","Euro Million","86.8"
"Value of Sales","2019","Limerick","New","Filings","All Buyer Types","Market","Euro Million","86.4"
"Value of Sales","2019","Limerick","New","Filings","All Buyer Types","Non-Market","Euro Million","0.4"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - All","All Sale Types","Euro Million","79.1"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - All","Market","Euro Million","79"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - All","Non-Market","Euro Million","0"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","30.9"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro Million","30.9"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro Million","0"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","41.5"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Euro Million","41.5"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro Million","0"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","6.6"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Euro Million","6.6"
"Value of Sales","2019","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Euro Million","0"
"Value of Sales","2019","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Euro Million","7.7"
"Value of Sales","2019","Limerick","New","Filings","Non-Household Buyer","Market","Euro Million","7.4"
"Value of Sales","2019","Limerick","New","Filings","Non-Household Buyer","Non-Market","Euro Million","0.3"
"Value of Sales","2019","Limerick","New","Executions","All Buyer Types","All Sale Types","Euro Million","83.8"
"Value of Sales","2019","Limerick","New","Executions","All Buyer Types","Market","Euro Million","83.4"
"Value of Sales","2019","Limerick","New","Executions","All Buyer Types","Non-Market","Euro Million","0.4"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - All","All Sale Types","Euro Million","75.7"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - All","Market","Euro Million","75.6"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - All","Non-Market","Euro Million","0.1"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","28.9"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro Million","28.9"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro Million","0"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","40.4"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Euro Million","40.4"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro Million","0.1"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","6.4"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Euro Million","6.4"
"Value of Sales","2019","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Euro Million","0"
"Value of Sales","2019","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Euro Million","8.1"
"Value of Sales","2019","Limerick","New","Executions","Non-Household Buyer","Market","Euro Million","7.8"
"Value of Sales","2019","Limerick","New","Executions","Non-Household Buyer","Non-Market","Euro Million","0.3"
"Value of Sales","2019","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Euro Million","363.5"
"Value of Sales","2019","Limerick","Existing","Filings","All Buyer Types","Market","Euro Million","348.1"
"Value of Sales","2019","Limerick","Existing","Filings","All Buyer Types","Non-Market","Euro Million","15.4"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Euro Million","300.1"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - All","Market","Euro Million","287.6"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Euro Million","12.5"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","90.6"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro Million","88.8"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro Million","1.8"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","156.4"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Euro Million","147.6"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro Million","8.8"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro Million","53.1"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Euro Million","51.1"
"Value of Sales","2019","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Euro Million","1.9"
"Value of Sales","2019","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Euro Million","63.4"
"Value of Sales","2019","Limerick","Existing","Filings","Non-Household Buyer","Market","Euro Million","60.5"
"Value of Sales","2019","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Euro Million","2.9"
"Value of Sales","2019","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Euro Million","349.2"
"Value of Sales","2019","Limerick","Existing","Executions","All Buyer Types","Market","Euro Million","334.6"
"Value of Sales","2019","Limerick","Existing","Executions","All Buyer Types","Non-Market","Euro Million","14.7"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Euro Million","291.7"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - All","Market","Euro Million","279.6"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Euro Million","12.2"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro Million","84.1"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro Million","82.2"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro Million","1.9"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro Million","154.9"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Market","Euro Million","146.7"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro Million","8.2"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro Million","52.7"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Market","Euro Million","50.7"
"Value of Sales","2019","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Non-Market","Euro Million","2"
"Value of Sales","2019","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Euro Million","57.5"
"Value of Sales","2019","Limerick","Existing","Executions","Non-Household Buyer","Market","Euro Million","55"
"Value of Sales","2019","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Euro Million","2.5"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Euro","151393"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Euro","206953"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Euro","43165"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Euro","150589"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Euro","206910"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Euro","42247"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","178433"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","195700"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","86099"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","146532"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","242803"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","26194"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","104570"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Euro","172946"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","40605"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Euro","193886"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Euro","208836"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Euro","130348"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Euro","144895"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Euro","201035"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Non-Market","Euro","40089"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","All Sale Types","Euro","144222"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Market","Euro","200522"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Non-Market","Euro","39481"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","174483"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","189739"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","92787"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","140375"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","236495"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","23019"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","98375"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Euro","164717"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","35435"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Euro","229298"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Euro","256830"
"Mean Sale Price","2010","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Euro","146703"
"Mean Sale Price","2010","Limerick","New","Filings","All Buyer Types","All Sale Types","Euro","212013"
"Mean Sale Price","2010","Limerick","New","Filings","All Buyer Types","Market","Euro","224801"
"Mean Sale Price","2010","Limerick","New","Filings","All Buyer Types","Non-Market","Euro","106295"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - All","All Sale Types","Euro","211998"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - All","Market","Euro","225550"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - All","Non-Market","Euro","106295"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","211056"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","213760"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","174995"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","248425"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","274290"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","61620"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","169800"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Euro","189765"
"Mean Sale Price","2010","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","88275"
"Mean Sale Price","2010","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Euro","212294"
"Mean Sale Price","2010","Limerick","New","Filings","Non-Household Buyer","Market","Euro","212294"
"Mean Sale Price","2010","Limerick","New","Filings","Non-Household Buyer","Non-Market","Euro",""
"Mean Sale Price","2010","Limerick","New","Executions","All Buyer Types","All Sale Types","Euro","205506"
"Mean Sale Price","2010","Limerick","New","Executions","All Buyer Types","Market","Euro","212663"
"Mean Sale Price","2010","Limerick","New","Executions","All Buyer Types","Non-Market","Euro","121526"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - All","All Sale Types","Euro","205844"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - All","Market","Euro","213154"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - All","Non-Market","Euro","121526"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","201526"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","201636"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","199838"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","245321"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","269652"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","40938"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","172533"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Euro","179481"
"Mean Sale Price","2010","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","104795"
"Mean Sale Price","2010","Limerick","New","Executions","Non-Household Buyer","All Sale Types","Euro","184326"
"Mean Sale Price","2010","Limerick","New","Executions","Non-Household Buyer","Market","Euro","184326"
"Mean Sale Price","2010","Limerick","New","Executions","Non-Household Buyer","Non-Market","Euro",""
"Mean Sale Price","2010","Limerick","Existing","Filings","All Buyer Types","All Sale Types","Euro","131659"
"Mean Sale Price","2010","Limerick","Existing","Filings","All Buyer Types","Market","Euro","198101"
"Mean Sale Price","2010","Limerick","Existing","Filings","All Buyer Types","Non-Market","Euro","37815"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - All","All Sale Types","Euro","131449"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - All","Market","Euro","198133"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - All","Non-Market","Euro","36757"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","165602"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","187522"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","73399"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","124356"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","230399"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","24372"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","82340"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Market","Euro","160645"
"Mean Sale Price","2010","Limerick","Existing","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","35497"
"Mean Sale Price","2010","Limerick","Existing","Filings","Non-Household Buyer","All Sale Types","Euro","157070"
"Mean Sale Price","2010","Limerick","Existing","Filings","Non-Household Buyer","Market","Euro","192700"
"Mean Sale Price","2010","Limerick","Existing","Filings","Non-Household Buyer","Non-Market","Euro","130348"
"Mean Sale Price","2010","Limerick","Existing","Executions","All Buyer Types","All Sale Types","Euro","130794"
"Mean Sale Price","2010","Limerick","Existing","Executions","All Buyer Types","Market","Euro","196798"
"Mean Sale Price","2010","Limerick","Existing","Executions","All Buyer Types","Non-Market","Euro","36475"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - All","All Sale Types","Euro","130025"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - All","Market","Euro","195970"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - All","Non-Market","Euro","35818"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","165530"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","185179"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","81318"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","125651"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","228206"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","22482"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","81138"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Market","Euro","156720"
"Mean Sale Price","2010","Limerick","Existing","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","32980"
"Mean Sale Price","2010","Limerick","Existing","Executions","Non-Household Buyer","All Sale Types","Euro","256281"
"Mean Sale Price","2010","Limerick","Existing","Executions","Non-Household Buyer","Market","Euro","329333"
"Mean Sale Price","2010","Limerick","Existing","Executions","Non-Household Buyer","Non-Market","Euro","146703"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","All Buyer Types","All Sale Types","Euro","125933"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Market","Euro","180259"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","All Buyer Types","Non-Market","Euro","28310"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","All Sale Types","Euro","125628"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Market","Euro","179739"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - All","Non-Market","Euro","28341"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","156525"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","169929"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","82640"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","123226"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","201715"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","22705"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","101737"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Market","Euro","155876"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","20298"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","All Sale Types","Euro","135078"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Market","Euro","195951"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Filings","Non-Household Buyer","Non-Market","Euro","27379"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","All Buyer Types","All Sale Types","Euro","125976"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Market","Euro","179010"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","All Buyer Types","Non-Market","Euro","24731"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","All Sale Types","Euro","124837"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Market","Euro","178281"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - All","Non-Market","Euro","24835"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","150867"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","169463"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","49684"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","124179"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","199132"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","23011"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","102393"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Market","Euro","151250"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","19502"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","All Sale Types","Euro","170400"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Market","Euro","201229"
"Mean Sale Price","2011","Limerick","All Dwelling Statuses","Executions","Non-Household Buyer","Non-Market","Euro","16256"
"Mean Sale Price","2011","Limerick","New","Filings","All Buyer Types","All Sale Types","Euro","165862"
"Mean Sale Price","2011","Limerick","New","Filings","All Buyer Types","Market","Euro","182643"
"Mean Sale Price","2011","Limerick","New","Filings","All Buyer Types","Non-Market","Euro","39243"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - All","All Sale Types","Euro","170292"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - All","Market","Euro","183069"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - All","Non-Market","Euro","50786"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","184445"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","187194"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","96475"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","178506"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Market","Euro","215028"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - Former Owner-Occupier","Non-Market","Euro","23291"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - Non-Occupier","All Sale Types","Euro","151481"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - Non-Occupier","Market","Euro","160928"
"Mean Sale Price","2011","Limerick","New","Filings","Household Buyer - Non-Occupier","Non-Market","Euro","69153"
"Mean Sale Price","2011","Limerick","New","Filings","Non-Household Buyer","All Sale Types","Euro","100891"
"Mean Sale Price","2011","Limerick","New","Filings","Non-Household Buyer","Market","Euro","172956"
"Mean Sale Price","2011","Limerick","New","Filings","Non-Household Buyer","Non-Market","Euro","0"
"Mean Sale Price","2011","Limerick","New","Executions","All Buyer Types","All Sale Types","Euro","177951"
"Mean Sale Price","2011","Limerick","New","Executions","All Buyer Types","Market","Euro","188916"
"Mean Sale Price","2011","Limerick","New","Executions","All Buyer Types","Non-Market","Euro","32676"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - All","All Sale Types","Euro","175663"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - All","Market","Euro","186989"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - All","Non-Market","Euro","32676"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","All Sale Types","Euro","179322"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Market","Euro","183696"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Non-Market","Euro","0"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","All Sale Types","Euro","177965"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Market","Euro","214693"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - Former Owner-Occupier","Non-Market","Euro","31055"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - Non-Occupier","All Sale Types","Euro","169643"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - Non-Occupier","Market","Euro","172270"
"Mean Sale Price","2011","Limerick","New","Executions","Household Buyer - Non-Occupier","Non-Market","Euro","75074"
