Statistic,Month,Age Group,Sex,UNIT,VALUE
Seasonally Adjusted Monthly Unemployment Rate,2012M01,15 - 74 years,Both sexes,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2012M01,15 - 74 years,Male,%,17.8
Seasonally Adjusted Monthly Unemployment Rate,2012M01,15 - 74 years,Female,%,13
Seasonally Adjusted Monthly Unemployment Rate,2012M01,25 - 74 years,Both sexes,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2012M01,25 - 74 years,Male,%,15.1
Seasonally Adjusted Monthly Unemployment Rate,2012M01,25 - 74 years,Female,%,11.3
Seasonally Adjusted Monthly Unemployment Rate,2012M02,15 - 24 years,Both sexes,%,31.8
Seasonally Adjusted Monthly Unemployment Rate,2012M02,15 - 24 years,Male,%,39.1
Seasonally Adjusted Monthly Unemployment Rate,2012M02,15 - 24 years,Female,%,24.1
Seasonally Adjusted Monthly Unemployment Rate,2012M02,15 - 74 years,Both sexes,%,16.1
Seasonally Adjusted Monthly Unemployment Rate,2012M02,15 - 74 years,Male,%,18.4
Seasonally Adjusted Monthly Unemployment Rate,2012M02,15 - 74 years,Female,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2012M02,25 - 74 years,Both sexes,%,13.7
Seasonally Adjusted Monthly Unemployment Rate,2012M02,25 - 74 years,Male,%,15.5
Seasonally Adjusted Monthly Unemployment Rate,2012M02,25 - 74 years,Female,%,11.6
Seasonally Adjusted Monthly Unemployment Rate,2012M03,15 - 24 years,Both sexes,%,32
Seasonally Adjusted Monthly Unemployment Rate,2012M03,15 - 24 years,Male,%,39.5
Seasonally Adjusted Monthly Unemployment Rate,2012M03,15 - 24 years,Female,%,24.2
Seasonally Adjusted Monthly Unemployment Rate,2012M03,15 - 74 years,Both sexes,%,16.1
Seasonally Adjusted Monthly Unemployment Rate,2012M03,15 - 74 years,Male,%,18.4
Seasonally Adjusted Monthly Unemployment Rate,2012M03,15 - 74 years,Female,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2012M03,25 - 74 years,Both sexes,%,13.7
Seasonally Adjusted Monthly Unemployment Rate,2012M03,25 - 74 years,Male,%,15.5
Seasonally Adjusted Monthly Unemployment Rate,2012M03,25 - 74 years,Female,%,11.7
Seasonally Adjusted Monthly Unemployment Rate,2012M04,15 - 24 years,Both sexes,%,31.7
Seasonally Adjusted Monthly Unemployment Rate,2012M04,15 - 24 years,Male,%,39.1
Seasonally Adjusted Monthly Unemployment Rate,2012M04,15 - 24 years,Female,%,23.8
Seasonally Adjusted Monthly Unemployment Rate,2012M04,15 - 74 years,Both sexes,%,15.7
Seasonally Adjusted Monthly Unemployment Rate,2012M04,15 - 74 years,Male,%,18.1
Seasonally Adjusted Monthly Unemployment Rate,2012M04,15 - 74 years,Female,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2012M04,25 - 74 years,Both sexes,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2012M04,25 - 74 years,Male,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2012M04,25 - 74 years,Female,%,11
Seasonally Adjusted Monthly Unemployment Rate,2012M05,15 - 24 years,Both sexes,%,31.4
Seasonally Adjusted Monthly Unemployment Rate,2012M05,15 - 24 years,Male,%,38.5
Seasonally Adjusted Monthly Unemployment Rate,2012M05,15 - 24 years,Female,%,23.6
Seasonally Adjusted Monthly Unemployment Rate,2012M05,15 - 74 years,Both sexes,%,15.5
Seasonally Adjusted Monthly Unemployment Rate,2012M05,15 - 74 years,Male,%,17.9
Seasonally Adjusted Monthly Unemployment Rate,2012M05,15 - 74 years,Female,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2012M05,25 - 74 years,Both sexes,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2012M05,25 - 74 years,Male,%,15
Seasonally Adjusted Monthly Unemployment Rate,2012M05,25 - 74 years,Female,%,10.8
Seasonally Adjusted Monthly Unemployment Rate,2012M06,15 - 24 years,Both sexes,%,31.4
Seasonally Adjusted Monthly Unemployment Rate,2012M06,15 - 24 years,Male,%,38.2
Seasonally Adjusted Monthly Unemployment Rate,2012M06,15 - 24 years,Female,%,23.8
Seasonally Adjusted Monthly Unemployment Rate,2012M06,15 - 74 years,Both sexes,%,15.4
Seasonally Adjusted Monthly Unemployment Rate,2012M06,15 - 74 years,Male,%,17.9
Seasonally Adjusted Monthly Unemployment Rate,2012M06,15 - 74 years,Female,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2012M06,25 - 74 years,Both sexes,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2012M06,25 - 74 years,Male,%,15
Seasonally Adjusted Monthly Unemployment Rate,2012M06,25 - 74 years,Female,%,10.7
Seasonally Adjusted Monthly Unemployment Rate,2012M07,15 - 24 years,Both sexes,%,31.5
Seasonally Adjusted Monthly Unemployment Rate,2012M07,15 - 24 years,Male,%,37.8
Seasonally Adjusted Monthly Unemployment Rate,2012M07,15 - 24 years,Female,%,24.4
Seasonally Adjusted Monthly Unemployment Rate,2012M07,15 - 74 years,Both sexes,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2012M07,15 - 74 years,Male,%,18
Seasonally Adjusted Monthly Unemployment Rate,2012M07,15 - 74 years,Female,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2012M07,25 - 74 years,Both sexes,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2012M07,25 - 74 years,Male,%,15.1
Seasonally Adjusted Monthly Unemployment Rate,2012M07,25 - 74 years,Female,%,10.8
Seasonally Adjusted Monthly Unemployment Rate,2012M08,15 - 24 years,Both sexes,%,31.1
Seasonally Adjusted Monthly Unemployment Rate,2012M08,15 - 24 years,Male,%,37
Seasonally Adjusted Monthly Unemployment Rate,2012M08,15 - 24 years,Female,%,24.5
Seasonally Adjusted Monthly Unemployment Rate,2012M08,15 - 74 years,Both sexes,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2012M08,15 - 74 years,Male,%,17.8
Seasonally Adjusted Monthly Unemployment Rate,2012M08,15 - 74 years,Female,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2012M08,25 - 74 years,Both sexes,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2012M08,25 - 74 years,Male,%,15.1
Seasonally Adjusted Monthly Unemployment Rate,2012M08,25 - 74 years,Female,%,11
Seasonally Adjusted Monthly Unemployment Rate,2012M09,15 - 24 years,Both sexes,%,30.4
Seasonally Adjusted Monthly Unemployment Rate,2012M09,15 - 24 years,Male,%,36.6
Seasonally Adjusted Monthly Unemployment Rate,2012M09,15 - 24 years,Female,%,23.5
Seasonally Adjusted Monthly Unemployment Rate,2012M09,15 - 74 years,Both sexes,%,15.4
Seasonally Adjusted Monthly Unemployment Rate,2012M09,15 - 74 years,Male,%,17.6
Seasonally Adjusted Monthly Unemployment Rate,2012M09,15 - 74 years,Female,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2012M09,25 - 74 years,Both sexes,%,13.2
Seasonally Adjusted Monthly Unemployment Rate,2012M09,25 - 74 years,Male,%,15
Seasonally Adjusted Monthly Unemployment Rate,2012M09,25 - 74 years,Female,%,11
Seasonally Adjusted Monthly Unemployment Rate,2012M10,15 - 24 years,Both sexes,%,29.8
Seasonally Adjusted Monthly Unemployment Rate,2012M10,15 - 24 years,Male,%,36.3
Seasonally Adjusted Monthly Unemployment Rate,2012M10,15 - 24 years,Female,%,22.7
Seasonally Adjusted Monthly Unemployment Rate,2012M10,15 - 74 years,Both sexes,%,15.2
Seasonally Adjusted Monthly Unemployment Rate,2012M10,15 - 74 years,Male,%,17.5
Seasonally Adjusted Monthly Unemployment Rate,2012M10,15 - 74 years,Female,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2012M10,25 - 74 years,Both sexes,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2012M10,25 - 74 years,Male,%,14.9
Seasonally Adjusted Monthly Unemployment Rate,2012M10,25 - 74 years,Female,%,11
Seasonally Adjusted Monthly Unemployment Rate,2012M11,15 - 24 years,Both sexes,%,29.2
Seasonally Adjusted Monthly Unemployment Rate,2012M11,15 - 24 years,Male,%,35.4
Seasonally Adjusted Monthly Unemployment Rate,2012M11,15 - 24 years,Female,%,22.5
Seasonally Adjusted Monthly Unemployment Rate,2012M11,15 - 74 years,Both sexes,%,15
Seasonally Adjusted Monthly Unemployment Rate,2012M11,15 - 74 years,Male,%,17.1
Seasonally Adjusted Monthly Unemployment Rate,2012M11,15 - 74 years,Female,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2012M11,25 - 74 years,Both sexes,%,13
Seasonally Adjusted Monthly Unemployment Rate,2012M11,25 - 74 years,Male,%,14.6
Seasonally Adjusted Monthly Unemployment Rate,2012M11,25 - 74 years,Female,%,11
Seasonally Adjusted Monthly Unemployment Rate,2012M12,15 - 24 years,Both sexes,%,28.8
Seasonally Adjusted Monthly Unemployment Rate,2012M12,15 - 24 years,Male,%,34.4
Seasonally Adjusted Monthly Unemployment Rate,2012M12,15 - 24 years,Female,%,22.7
Seasonally Adjusted Monthly Unemployment Rate,2012M12,15 - 74 years,Both sexes,%,14.8
Seasonally Adjusted Monthly Unemployment Rate,2012M12,15 - 74 years,Male,%,16.7
Seasonally Adjusted Monthly Unemployment Rate,2012M12,15 - 74 years,Female,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2012M12,25 - 74 years,Both sexes,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2012M12,25 - 74 years,Male,%,14.2
Seasonally Adjusted Monthly Unemployment Rate,2012M12,25 - 74 years,Female,%,11
Seasonally Adjusted Monthly Unemployment Rate,2013M01,15 - 24 years,Both sexes,%,28.3
Seasonally Adjusted Monthly Unemployment Rate,2013M01,15 - 24 years,Male,%,32.8
Seasonally Adjusted Monthly Unemployment Rate,2013M01,15 - 24 years,Female,%,23.4
Seasonally Adjusted Monthly Unemployment Rate,2013M01,15 - 74 years,Both sexes,%,14.7
Seasonally Adjusted Monthly Unemployment Rate,2013M01,15 - 74 years,Male,%,16.1
Seasonally Adjusted Monthly Unemployment Rate,2013M01,15 - 74 years,Female,%,12.9
Seasonally Adjusted Monthly Unemployment Rate,2013M01,25 - 74 years,Both sexes,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2013M01,25 - 74 years,Male,%,13.9
Seasonally Adjusted Monthly Unemployment Rate,2013M01,25 - 74 years,Female,%,11.3
Seasonally Adjusted Monthly Unemployment Rate,2013M02,15 - 24 years,Both sexes,%,28.2
Seasonally Adjusted Monthly Unemployment Rate,2013M02,15 - 24 years,Male,%,32.2
Seasonally Adjusted Monthly Unemployment Rate,2013M02,15 - 24 years,Female,%,23.8
Seasonally Adjusted Monthly Unemployment Rate,2013M02,15 - 74 years,Both sexes,%,14.6
Seasonally Adjusted Monthly Unemployment Rate,2013M02,15 - 74 years,Male,%,15.9
Seasonally Adjusted Monthly Unemployment Rate,2013M02,15 - 74 years,Female,%,13
Seasonally Adjusted Monthly Unemployment Rate,2013M02,25 - 74 years,Both sexes,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2013M02,25 - 74 years,Male,%,13.6
Seasonally Adjusted Monthly Unemployment Rate,2013M02,25 - 74 years,Female,%,11.4
Seasonally Adjusted Monthly Unemployment Rate,2013M03,15 - 24 years,Both sexes,%,27.6
Seasonally Adjusted Monthly Unemployment Rate,2013M03,15 - 24 years,Male,%,31.4
Seasonally Adjusted Monthly Unemployment Rate,2013M03,15 - 24 years,Female,%,23.5
Seasonally Adjusted Monthly Unemployment Rate,2013M03,15 - 74 years,Both sexes,%,14.4
Seasonally Adjusted Monthly Unemployment Rate,2013M03,15 - 74 years,Male,%,15.5
Seasonally Adjusted Monthly Unemployment Rate,2013M03,15 - 74 years,Female,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2013M03,25 - 74 years,Both sexes,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2013M03,25 - 74 years,Male,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2013M03,25 - 74 years,Female,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2013M04,15 - 24 years,Both sexes,%,28
Seasonally Adjusted Monthly Unemployment Rate,2013M04,15 - 24 years,Male,%,32
Seasonally Adjusted Monthly Unemployment Rate,2013M04,15 - 24 years,Female,%,23.7
Seasonally Adjusted Monthly Unemployment Rate,2013M04,15 - 74 years,Both sexes,%,14.5
Seasonally Adjusted Monthly Unemployment Rate,2013M04,15 - 74 years,Male,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2013M04,15 - 74 years,Female,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2013M04,25 - 74 years,Both sexes,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2013M04,25 - 74 years,Male,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2013M04,25 - 74 years,Female,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2013M05,15 - 24 years,Both sexes,%,27.9
Seasonally Adjusted Monthly Unemployment Rate,2013M05,15 - 24 years,Male,%,32.1
Seasonally Adjusted Monthly Unemployment Rate,2013M05,15 - 24 years,Female,%,23.2
Seasonally Adjusted Monthly Unemployment Rate,2013M05,15 - 74 years,Both sexes,%,14.5
Seasonally Adjusted Monthly Unemployment Rate,2013M05,15 - 74 years,Male,%,15.6
Seasonally Adjusted Monthly Unemployment Rate,2013M05,15 - 74 years,Female,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2013M05,25 - 74 years,Both sexes,%,12.5
Seasonally Adjusted Monthly Unemployment Rate,2013M05,25 - 74 years,Male,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2013M05,25 - 74 years,Female,%,11.6
Seasonally Adjusted Monthly Unemployment Rate,2013M06,15 - 24 years,Both sexes,%,27.1
Seasonally Adjusted Monthly Unemployment Rate,2013M06,15 - 24 years,Male,%,31.5
Seasonally Adjusted Monthly Unemployment Rate,2013M06,15 - 24 years,Female,%,22.4
Seasonally Adjusted Monthly Unemployment Rate,2013M06,15 - 74 years,Both sexes,%,14.1
Seasonally Adjusted Monthly Unemployment Rate,2013M06,15 - 74 years,Male,%,15.4
Seasonally Adjusted Monthly Unemployment Rate,2013M06,15 - 74 years,Female,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2013M06,25 - 74 years,Both sexes,%,12.2
Seasonally Adjusted Monthly Unemployment Rate,2013M06,25 - 74 years,Male,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2013M06,25 - 74 years,Female,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2013M07,15 - 24 years,Both sexes,%,26.5
Seasonally Adjusted Monthly Unemployment Rate,2013M07,15 - 24 years,Male,%,30.9
Seasonally Adjusted Monthly Unemployment Rate,2013M07,15 - 24 years,Female,%,21.6
Seasonally Adjusted Monthly Unemployment Rate,2013M07,15 - 74 years,Both sexes,%,13.6
Seasonally Adjusted Monthly Unemployment Rate,2013M07,15 - 74 years,Male,%,15
Seasonally Adjusted Monthly Unemployment Rate,2013M07,15 - 74 years,Female,%,11.9
Seasonally Adjusted Monthly Unemployment Rate,2013M07,25 - 74 years,Both sexes,%,11.8
Seasonally Adjusted Monthly Unemployment Rate,2013M07,25 - 74 years,Male,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2013M07,25 - 74 years,Female,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2013M08,15 - 24 years,Both sexes,%,25.8
Seasonally Adjusted Monthly Unemployment Rate,2013M08,15 - 24 years,Male,%,29.8
Seasonally Adjusted Monthly Unemployment Rate,2013M08,15 - 24 years,Female,%,21.5
Seasonally Adjusted Monthly Unemployment Rate,2013M08,15 - 74 years,Both sexes,%,13.3
Seasonally Adjusted Monthly Unemployment Rate,2013M08,15 - 74 years,Male,%,14.7
Seasonally Adjusted Monthly Unemployment Rate,2013M08,15 - 74 years,Female,%,11.7
Seasonally Adjusted Monthly Unemployment Rate,2013M08,25 - 74 years,Both sexes,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2013M08,25 - 74 years,Male,%,12.6
Seasonally Adjusted Monthly Unemployment Rate,2013M08,25 - 74 years,Female,%,10.3
Seasonally Adjusted Monthly Unemployment Rate,2013M09,15 - 24 years,Both sexes,%,25.6
Seasonally Adjusted Monthly Unemployment Rate,2013M09,15 - 24 years,Male,%,29
Seasonally Adjusted Monthly Unemployment Rate,2013M09,15 - 24 years,Female,%,21.9
Seasonally Adjusted Monthly Unemployment Rate,2013M09,15 - 74 years,Both sexes,%,13.1
Seasonally Adjusted Monthly Unemployment Rate,2013M09,15 - 74 years,Male,%,14.3
Seasonally Adjusted Monthly Unemployment Rate,2013M09,15 - 74 years,Female,%,11.7
Seasonally Adjusted Monthly Unemployment Rate,2013M09,25 - 74 years,Both sexes,%,11.3
Seasonally Adjusted Monthly Unemployment Rate,2013M09,25 - 74 years,Male,%,12.3
Seasonally Adjusted Monthly Unemployment Rate,2013M09,25 - 74 years,Female,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2013M10,15 - 24 years,Both sexes,%,25.5
Seasonally Adjusted Monthly Unemployment Rate,2013M10,15 - 24 years,Male,%,27.8
Seasonally Adjusted Monthly Unemployment Rate,2013M10,15 - 24 years,Female,%,22.8
Seasonally Adjusted Monthly Unemployment Rate,2013M10,15 - 74 years,Both sexes,%,13
Seasonally Adjusted Monthly Unemployment Rate,2013M10,15 - 74 years,Male,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2013M10,15 - 74 years,Female,%,12
Seasonally Adjusted Monthly Unemployment Rate,2013M10,25 - 74 years,Both sexes,%,11.2
Seasonally Adjusted Monthly Unemployment Rate,2013M10,25 - 74 years,Male,%,11.9
Seasonally Adjusted Monthly Unemployment Rate,2013M10,25 - 74 years,Female,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2013M11,15 - 24 years,Both sexes,%,25.2
Seasonally Adjusted Monthly Unemployment Rate,2013M11,15 - 24 years,Male,%,27.1
Seasonally Adjusted Monthly Unemployment Rate,2013M11,15 - 24 years,Female,%,23.2
Seasonally Adjusted Monthly Unemployment Rate,2013M11,15 - 74 years,Both sexes,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2013M11,15 - 74 years,Male,%,13.5
Seasonally Adjusted Monthly Unemployment Rate,2013M11,15 - 74 years,Female,%,12.1
Seasonally Adjusted Monthly Unemployment Rate,2013M11,25 - 74 years,Both sexes,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2013M11,25 - 74 years,Male,%,11.6
Seasonally Adjusted Monthly Unemployment Rate,2013M11,25 - 74 years,Female,%,10.5
Seasonally Adjusted Monthly Unemployment Rate,2013M12,15 - 24 years,Both sexes,%,25.3
Seasonally Adjusted Monthly Unemployment Rate,2013M12,15 - 24 years,Male,%,27.1
Seasonally Adjusted Monthly Unemployment Rate,2013M12,15 - 24 years,Female,%,23.3
Seasonally Adjusted Monthly Unemployment Rate,2013M12,15 - 74 years,Both sexes,%,12.8
Seasonally Adjusted Monthly Unemployment Rate,2013M12,15 - 74 years,Male,%,13.4
Seasonally Adjusted Monthly Unemployment Rate,2013M12,15 - 74 years,Female,%,12.1
Seasonally Adjusted Monthly Unemployment Rate,2013M12,25 - 74 years,Both sexes,%,11
Seasonally Adjusted Monthly Unemployment Rate,2013M12,25 - 74 years,Male,%,11.5
Seasonally Adjusted Monthly Unemployment Rate,2013M12,25 - 74 years,Female,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2014M01,15 - 24 years,Both sexes,%,25.7
Seasonally Adjusted Monthly Unemployment Rate,2014M01,15 - 24 years,Male,%,28.2
Seasonally Adjusted Monthly Unemployment Rate,2014M01,15 - 24 years,Female,%,22.8
Seasonally Adjusted Monthly Unemployment Rate,2014M01,15 - 74 years,Both sexes,%,12.9
Seasonally Adjusted Monthly Unemployment Rate,2014M01,15 - 74 years,Male,%,13.6
Seasonally Adjusted Monthly Unemployment Rate,2014M01,15 - 74 years,Female,%,12
Seasonally Adjusted Monthly Unemployment Rate,2014M01,25 - 74 years,Both sexes,%,11.1
Seasonally Adjusted Monthly Unemployment Rate,2014M01,25 - 74 years,Male,%,11.6
Seasonally Adjusted Monthly Unemployment Rate,2014M01,25 - 74 years,Female,%,10.4
Seasonally Adjusted Monthly Unemployment Rate,2014M02,15 - 24 years,Both sexes,%,26.2
Seasonally Adjusted Monthly Unemployment Rate,2014M02,15 - 24 years,Male,%,29.3
Seasonally Adjusted Monthly Unemployment Rate,2014M02,15 - 24 years,Female,%,22.7
Seasonally Adjusted Monthly Unemployment Rate,2014M02,15 - 74 years,Both sexes,%,12.9
Seasonally Adjusted Monthly Unemployment Rate,2014M02,15 - 74 years,Male,%,13.8
Seasonally Adjusted Monthly Unemployment Rate,2014M02,15 - 74 years,Female,%,11.8
Seasonally Adjusted Monthly Unemployment Rate,2014M02,25 - 74 years,Both sexes,%,11
Seasonally Adjusted Monthly Unemployment Rate,2014M02,25 - 74 years,Male,%,11.7
Seasonally Adjusted Monthly Unemployment Rate,2014M02,25 - 74 years,Female,%,10.2
Seasonally Adjusted Monthly Unemployment Rate,2014M03,15 - 24 years,Both sexes,%,26
Seasonally Adjusted Monthly Unemployment Rate,2014M03,15 - 24 years,Male,%,28.9
Seasonally Adjusted Monthly Unemployment Rate,2014M03,15 - 24 years,Female,%,22.6
Seasonally Adjusted Monthly Unemployment Rate,2014M03,15 - 74 years,Both sexes,%,12.7
Seasonally Adjusted Monthly Unemployment Rate,2014M03,15 - 74 years,Male,%,13.7
